ISIN,Local 1,Ticker,Issuer,Issuer Country,Coupon,Workout date,Final Maturity,Expected Remaining Life,Time To Maturity,Next Call Date,Next Coupon Date,Coupon Frequency,Bid Price,Ask Price,Bid_Ask_Spread,Index Price,Accrued Interest,Dirty Index Price,Coupon Payment,Notional Amount,Capped Notional Amount,Market Value,Capped Market Value,Cash Payment,Capped Cash Payment,Street Yield,Annual Yield,Semi-Annual Yield,Street Yield to Maturity,Annual Yield to Maturity,Semi-Annual Yield to Maturity,Duration,Street Modified Duration,Annual Modified Duration,Semi-Annual Modified Duration,Street Modified Duration to Maturity,Annual Modified Duration to Maturity,Semi-Annual Modified Duration to Maturity,Effective OA duration,Street Convexity,Annual Convexity,Semi-Annual Convexity,Street Convexity to Maturity,Annual Convexity to Maturity,Semi-Annual Convexity to Maturity,OA Convexity,Benchmark ISIN,Annual Benchmark Spread,Semi-Annual Benchmark Spread,Annual Benchmark Spread to BM-Curve,Semi-Annual Benchmark Spread to BM-Curve,Asset Swap Margin,OAS,Z-Spread,Z-Spread Over Libor,DV 01,Level 1,Level 4,Level 5,Level 6,Level 7,Level 8,Markit iBoxx Rating,Seniority Level 1,Seniority Level 2,Is Hybrid Capital,is Callable,1-5 Years,1-10 Years,1-15 Years,1-20 Years,3-5 Years,5-7 Years,5-10 Years,5-15 Years,7-10 Years,10-15 Years,15-20 Years,15-25 Years,20-25 Years,25-30 Years,5+ Years,7+ Years,10+ Years,15+ Years,25+ Years,30+ Years,Daily Return,Month-to-Date Return,Quarter-to-Date Return,Year-to-Date Return,Daily Sovereign Curve Swap Return,Daily Libor Swap Return,Month-to-date Sovereign Curve Swap Return,Month-to-date Libor Swap Return,Duration weighted exposure
US37045XAQ97,,GM,General Motors Financial Co Inc,UNITED STATES,4.375,25/09/2021,25/09/2021,5.666666667,5.666666667,,25/03/2016,2,100.77,101.27,0.5,100.77,1.458333333,102.2283333,0.0,1250000000,1250000000.0,1277854167.0,1277854167.0,0.0,0.0,4.219785399,4.264301871,4.219785399,4.219785399,4.264301871,4.219785399,5.011550466,4.907996995,4.806583246,4.907996995,4.907996995,4.806583246,4.907996995,5.0053573,28.53527302,29.67320941,28.53527302,28.53527302,29.67320941,28.53527302,27.20102331,US912828N480,280.2350993,276.3139068,268.0873892,264.2638334,269.6830463,267.9966866,267.9510341,278.7297578,0.051168933,G,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.002750997,-0.004585945,-0.004585945,-0.004585945,0.00084732,0.00075247,0.018939594,0.019211135,0.005018708
US46625HKC33,,JPM,JPMorgan Chase & Co,UNITED STATES,3.125,23/01/2025,23/01/2025,8.994444444,8.994444444,,23/07/2016,2,96.30335,96.39908,0.09573,96.30335,0.017361111,96.32071111,1.5625,2500000000,2328622570.0,2408017778.0,2242945818.0,39062500.0,36384727.65,3.609967014,3.642546668,3.609967014,3.609967014,3.642546668,3.609967014,7.883221585,7.743453526,7.606163529,7.743453526,7.743453526,7.606163529,7.743453526,7.838224872,68.98555349,70.23045804,68.98555349,68.98555349,70.23045804,68.98555349,65.85157037,US912828M565,160.8367799,158.6028959,167.6576734,165.3594615,171.1383779,166.631799,168.5999025,182.8873614,0.075498339,G,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.001819876,-0.008159984,-0.008159984,-0.008159984,0.001585877,0.0016218,0.024729474,0.027184828,0.008951957
US845467AL33,,SWN,Southwestern Energy Co,UNITED STATES,4.95,23/01/2025,23/01/2025,8.994444444,8.994444444,,23/07/2016,2,61.0,61.25,0.25,61.0,0.0275,61.0275,2.475,1000000000,1000000000.0,610275000.0,610275000.0,24750000.0,24750000.0,12.21422295,12.58719106,12.21422295,12.21422295,12.58719106,12.21422295,6.800578392,6.409163624,6.040277165,6.409163624,6.409163624,6.040277165,6.409163624,6.759053576,52.09282954,48.95136614,52.09282954,52.09282954,48.95136614,52.09282954,54.65684753,US912828M565,1055.301219,1019.02849,1062.122112,1025.785055,765.0933363,1068.151504,1069.477368,1082.469338,0.041248814,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Exploration & Production,BBB,*,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.000650003,-0.025624305,-0.025624305,-0.025624305,0.001585877,0.0016218,0.024729474,0.027184828,0.002494029
US50540RAQ56,,LH,Laboratory Corp of America Holdings,UNITED STATES,3.6,1/2/2025,1/2/2025,9.016666667,9.016666667,,1/2/2016,2,97.29614,97.86393,0.56779,97.29614,1.74,99.03614,0.0,1000000000,1000000000.0,990361400.0,990361400.0,0.0,0.0,3.9594325,3.998625265,3.9594325,3.9594325,3.998625265,3.9594325,7.622012242,7.474047313,7.328954804,7.474047313,7.474047313,7.328954804,7.474047313,7.575201228,66.16739628,67.14691998,66.16739628,66.16739628,67.14691998,66.16739628,63.21083526,US912828M565,196.4446396,193.5494445,203.0785186,200.1207592,205.8742914,202.6071192,204.8486157,219.0135842,0.075021869,D,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,BBB,*,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.001137985,0.009274498,0.009274498,0.009274498,0.001593032,0.001627302,0.024738278,0.027233174,0.003889595
US037833AX89,,AAPL,Apple Inc,UNITED STATES,1.55,7/2/2020,7/2/2020,4.033333333,4.033333333,,9/2/2016,2,98.8969,99.11671,0.21981,98.8969,0.714722222,99.61162222,0.0,1250000000,1250000000.0,1245145278.0,1245145278.0,0.0,0.0,1.834937108,1.843354594,1.834937108,1.834937108,1.843354594,1.834937108,3.896652142,3.861226602,3.826123126,3.861226602,3.861226602,3.826123126,3.861226602,3.898097989,17.18585772,18.75323074,17.18585772,17.18585772,18.75323074,17.18585772,15.56738489,US912828N480,38.1403716,37.8290777,54.59495024,54.17977882,54.65028077,52.00372269,52.0487448,56.55183673,0.038829586,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,AA,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000624771,0.006085637,0.006085637,0.006085637,0.000460291,0.000390351,0.012539246,0.013987527,0.004890246
US037833AZ38,,AAPL,Apple Inc,UNITED STATES,2.5,9/2/2025,9/2/2025,9.038888889,9.038888889,,9/2/2016,2,95.60111,95.93,0.32889,95.60111,1.152777778,96.75388778,0.0,1500000000,1500000000.0,1451308317.0,1451308317.0,0.0,0.0,3.060684736,3.084104214,3.060684736,3.060684736,3.084104214,3.060684736,8.024388343,7.903438673,7.784312047,7.903438673,7.903438673,7.784312047,7.903438673,8.01085599,71.56545606,73.20004637,71.56545606,71.56545606,73.20004637,71.56545606,69.61368432,US912828M565,104.9925345,103.6746681,111.4393989,110.060732,117.3457917,111.2028694,111.240533,125.7676997,0.077508146,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,AA,*,*,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.003965106,-0.000282424,-0.000282424,-0.000282424,0.001597405,0.001638942,0.024742867,0.02728751,0.005699941
US037833BA77,,AAPL,Apple Inc,UNITED STATES,3.45,9/2/2045,9/2/2045,29.03888889,29.03888889,,9/2/2016,2,85.25603,85.99498,0.73895,85.25603,1.590833333,86.84686333,0.0,2000000000,2000000000.0,1736937267.0,1736937267.0,0.0,0.0,4.348825234,4.396105936,4.348825234,4.348825234,4.396105936,4.348825234,17.29027686,16.92231589,16.56218563,16.92231589,16.92231589,16.56218563,16.92231589,16.76929319,402.8038492,393.7742106,402.8038492,402.8038492,393.7742106,402.8038492,392.9463044,US912810RP57,157.3129098,154.5495046,160.3342275,157.5347953,175.4920208,165.1925649,165.2206039,208.4057665,0.145636051,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,AA,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.007369198,-0.004385562,-0.004385562,-0.004385562,0.003178962,0.003566275,0.045927343,0.061742242,0.006821734
US594918BB90,,MSFT,Microsoft Corp,UNITED STATES,2.7,12/2/2025,12/2/2025,9.047222222,9.047222222,,12/2/2016,2,98.69829,99.09194,0.39365,98.69829,1.2225,99.92079,0.0,2250000000,2250000000.0,2248217775.0,2248217775.0,0.0,0.0,2.864244123,2.884753859,2.864244123,2.864244123,2.884753859,2.864244123,7.980906735,7.868224161,7.757132554,7.868224161,7.868224161,7.757132554,7.868224161,7.93798352,71.210306,72.98347856,71.210306,71.210306,72.98347856,71.210306,67.3381081,US912828M565,85.057499,84.0306068,91.43423296,90.34720167,100.7378517,89.57857725,91.52298111,106.0116047,0.079316958,G,Non-Financials,Technology,Technology,Software & Computer Services,Software,AAA,*,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.000428756,0.012394439,0.012394439,0.012394439,0.001599044,0.001643314,0.024744529,0.027307877,0.008829763
US00206RCP55,,T,AT&T Inc,UNITED STATES,4.5,15/05/2035,15/05/2035,19.30555556,19.30555556,,15/05/2016,2,92.1804,92.99048,0.81008,92.1804,0.875,93.0554,0.0,2500000000,2500000000.0,2326385000.0,2326385000.0,0.0,0.0,5.143097652,5.209226286,5.143097652,5.143097652,5.209226286,5.143097652,12.69136067,12.37317834,12.0629731,12.37317834,12.37317834,12.0629731,12.37317834,12.44383601,204.3325359,199.9482649,204.3325359,204.3325359,199.9482649,204.3325359,201.0796044,US912828M565,317.5047417,311.9159597,280.0344304,274.8924543,269.7297588,273.9765897,276.03188,302.6678054,0.115796614,G,Non-Financials,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,BBB,*,*,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-0.003543026,-0.000564935,-0.000564935,-0.000564935,0.003015944,0.00321735,0.028185248,0.047125501,0.009136761
US68389XBE40,,ORCL,Oracle Corporation,UNITED STATES,3.9,15/05/2035,15/05/2035,19.30555556,19.30555556,,15/05/2016,2,93.34548,93.63236,0.28688,93.34548,0.758333333,94.10381333,0.0,1250000000,1250000000.0,1176297667.0,1176297667.0,0.0,0.0,4.415410134,4.464149751,4.415410134,4.415410134,4.464149751,4.415410134,13.40847878,13.1188532,12.83548358,13.1188532,13.1188532,12.83548358,13.1188532,13.171848,222.4454519,219.0830005,222.4454519,222.4454519,219.0830005,222.4454519,218.0560698,US912828M565,242.9970882,239.1472079,205.5267769,202.1237025,203.5707491,196.6379852,198.6771435,226.1002898,0.123952113,G,Non-Financials,Technology,Technology,Software & Computer Services,Software,A,*,*,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.003063751,-0.006291892,-0.006291892,-0.006291892,0.003015944,0.00321735,0.028185248,0.047125501,0.00461985
US68389XBF15,,ORCL,Oracle Corporation,UNITED STATES,4.125,15/05/2045,15/05/2045,29.30555556,29.30555556,,15/05/2016,2,92.9014,93.71851,0.81711,92.9014,0.802083333,93.70348333,0.0,2000000000,2000000000.0,1874069667.0,1874069667.0,0.0,0.0,4.56645668,4.618587996,4.56645668,4.56645668,4.618587996,4.56645668,16.64949268,16.2778326,15.91446893,16.2778326,16.2778326,15.91446893,16.2778326,16.07120201,379.203843,370.06911,379.203843,379.203843,370.06911,379.203843,432.4216201,US912810RP57,179.5611158,176.3126492,181.5307029,178.2587504,206.3915345,189.0787022,190.219035,232.2330095,0.150592761,G,Non-Financials,Technology,Technology,Software & Computer Services,Software,A,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.00923154,-0.017172721,-0.017172721,-0.017172721,0.00317072,0.003570893,0.046456381,0.062115776,0.007360315
US031162BZ23,,AMGN,Amgen Inc,UNITED STATES,4.4,1/5/2045,1/5/2045,29.26666667,29.26666667,,1/5/2016,2,92.56558,93.31921,0.75363,92.56558,1.026666667,93.59224667,0.0,1250000000,1250000000.0,1169903083.0,1169903083.0,0.0,0.0,4.879358952,4.938879311,4.879358952,4.879358952,4.938879311,4.879358952,16.04474891,15.66263092,15.28961336,15.66263092,15.66263092,15.28961336,15.66263092,15.46583654,357.9878374,348.4243842,357.9878374,357.9878374,348.4243842,357.9878374,345.6225598,US912810RP57,211.5902473,207.6028764,213.7132118,209.7005261,234.999676,223.2123737,224.343196,265.4144504,0.144748239,G,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,BBB,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.004998636,0.003151005,0.003151005,0.003151005,0.003171576,0.003570522,0.046379185,0.062059407,0.004594736
US00287YAQ26,,ABBV,AbbVie Inc,UNITED STATES,3.6,14/05/2025,14/05/2025,9.302777778,9.302777778,,14/05/2016,2,99.00049,99.06929,0.0688,99.00049,0.71,99.71049,0.0,3750000000,3750000000.0,3739143375.0,3739143375.0,0.0,0.0,3.727625361,3.762363338,3.727625361,3.727625361,3.762363338,3.727625361,7.923753022,7.778771296,7.636442316,7.778771296,7.778771296,7.636442316,7.778771296,7.866424442,70.91675719,72.02513122,70.91675719,70.91675719,72.02513122,70.91675719,67.48162274,US912828M565,172.8184469,170.3687306,177.0445135,174.5549411,183.6792333,176.768534,179.0119977,193.3435967,0.078436504,G,Non-Financials,Health Care,Health Care,Health Care Equipment & Services,Medical Supplies,A,*,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.001263146,0.010548633,0.010548633,0.010548633,0.001646592,0.001781137,0.024768586,0.027927191,0.014685298
US037833BF64,,AAPL,Apple Inc,UNITED STATES,2.7,13/05/2022,13/05/2022,6.3,6.3,,13/05/2016,2,101.30341,101.36277,0.05936,101.30341,0.54,101.84341,0.0,1250000000,1250000000.0,1273042625.0,1273042625.0,0.0,0.0,2.474942946,2.490256303,2.474942946,2.474942946,2.490256303,2.474942946,5.80914297,5.738135184,5.667995358,5.738135184,5.738135184,5.667995358,5.738135184,5.800585053,37.54558587,39.3984609,37.54558587,37.54558587,39.3984609,37.54558587,35.49252031,US912828N308,69.7911916,69.0558628,80.22037132,79.40121848,90.20268298,79.95042074,79.9705506,92.68836203,0.059075136,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,AA,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.000959352,0.009938397,0.009938397,0.009938397,0.000999645,0.00085087,0.020848215,0.020771081,0.004999811
US037833BH21,,AAPL,Apple Inc,UNITED STATES,4.375,13/05/2045,13/05/2045,29.3,29.3,,13/05/2016,2,99.55965,99.88667,0.32702,99.55965,0.875,100.43465,0.0,2000000000,2000000000.0,2008693000.0,2008693000.0,0.0,0.0,4.401542803,4.449976751,4.401542803,4.401542803,4.449976751,4.401542803,16.61295265,16.25521258,15.90517602,16.25521258,16.25521258,15.90517602,16.25521258,16.06366089,377.7652974,369.2847977,377.7652974,377.7652974,369.2847977,377.7652974,366.3398661,US912810RP57,162.6999913,159.8212615,164.6914895,161.7890125,200.5992017,173.6353007,173.6423658,215.4786942,0.161334816,G,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,AA,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,-0.003944385,-0.010741798,-0.010741798,-0.010741798,0.003170843,0.003570842,0.046445349,0.062107725,0.007889041
US05579TED46,,BNP,BNP Paribas SA,FRANCE,2.375,21/05/2020,21/05/2020,4.322222222,4.322222222,,21/05/2016,2,100.216,100.33852,0.12252,100.216,0.422222222,100.6382222,0.0,1500000000,1500000000.0,1509573333.0,1509573333.0,0.0,0.0,2.321803217,2.335280143,2.321803217,2.321803217,2.335280143,2.321803217,4.116950799,4.069705523,4.023002423,4.069705523,4.069705523,4.023002423,4.069705523,4.113661594,19.1056318,20.6352423,19.1056318,19.1056318,20.6352423,19.1056318,17.46917896,US912828N480,87.3329265,86.5156886,98.49393888,97.60624167,99.25721678,96.08597793,96.09159864,102.0206087,0.041399159,D,Financials,Financials,Banks,Banks,Banks,A,SEN,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000931146,0.01230849,0.01230849,0.01230849,0.000525435,0.000430594,0.013727982,0.015059319,0.005928774
US337738AP30,,FISV,Fiserv Inc,UNITED STATES,3.85,1/3/2025,1/6/2025,9.35,9.35,,1/6/2016,2,100.74763,101.14122,0.39359,100.74763,0.5775,101.32513,0.0,900000000,900000000.0,911926170.0,911926170.0,0.0,0.0,3.752185379,3.787382616,3.752185379,3.753967121,3.789197794,3.753967121,7.724681519,7.582428139,7.442794417,7.582428139,7.756774407,7.613863441,7.756774407,7.843280435,67.55298993,68.67346043,67.55298993,70.79569557,71.87899018,70.79569557,67.25333791,US912828M565,175.3203747,172.8247324,179.1490353,176.6172849,189.6565846,179.3811482,181.716317,196.0276066,0.079472141,G,Non-Financials,Industrials,Industrial Goods & Services,Support Services,Financial Administration,BBB,*,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.001878609,0.01157034,0.01157034,0.01157034,0.001606456,0.00167164,0.02473849,0.027435785,0.003581544
US91324PCN06,,UNH,UnitedHealth Group Inc,UNITED STATES,3.35,15/07/2022,15/07/2022,6.472222222,6.472222222,,15/07/2016,2,101.93711,102.23247,0.29536,101.93711,0.093055556,102.0301656,1.600555556,1000000000,1000000000.0,1020301656.0,1020301656.0,16005555.56,16005555.56,3.018162314,3.040935574,3.018162314,3.018162314,3.040935574,3.018162314,5.874128416,5.786800894,5.700771623,5.786800894,5.786800894,5.700771623,5.786800894,5.864085096,38.44552258,40.07718695,38.44552258,38.44552258,40.07718695,38.44552258,36.57986454,US912828N308,124.8591187,123.3777996,132.4432432,130.9009671,142.6948157,133.57685,133.5858742,146.385259,0.059831357,G,Non-Financials,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,A,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.008527711,0.000529209,0.000529209,0.000529209,0.001040456,0.000839264,0.021274061,0.021219687,0.004070045
US404280AU33,,HSBC,HSBC Holdings PLC,UNITED KINGDOM,4.25,18/08/2025,18/08/2025,9.563888889,9.563888889,,18/02/2016,2,99.33868,99.88074,0.54206,99.33868,1.853472222,101.1921522,0.0,1500000000,1500000000.0,1517882283.0,1517882283.0,0.0,0.0,4.334877078,4.381854976,4.334877078,4.334877078,4.381854976,4.334877078,7.80625855,7.640652111,7.478558943,7.640652111,7.640652111,7.478558943,7.640652111,7.776411329,70.47248148,71.09641898,70.47248148,70.47248148,71.09641898,70.47248148,69.27284842,US912828M565,234.7676107,231.0939023,236.7962562,233.1034156,241.6766871,240.1814733,240.2275849,254.4873506,0.07869118,G,Financials,Financials,Banks,Banks,Banks,A,SUB,LT2,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0.001800278,-9.2e-06,-9.2e-06,-9.2e-06,0.001699897,0.001925643,0.024814453,0.028569331,0.005961407
US49326EEF60,,KEY,KeyCorp,UNITED STATES,2.9,15/09/2020,15/09/2020,4.638888889,4.638888889,,15/03/2016,2,100.93641,100.99453,0.05812,100.93641,1.047222222,101.9836322,0.0,1000000000,1000000000.0,1019836322.0,1019836322.0,0.0,0.0,2.683517005,2.701520163,2.683517005,2.683517005,2.701520163,2.683517005,4.331163141,4.273818813,4.217233721,4.273818813,4.273818813,4.217233721,4.273818813,4.330300962,21.24045071,22.73488019,21.24045071,21.24045071,22.73488019,21.24045071,19.64782346,US912828N480,123.9569285,122.6870674,129.3153779,128.0116889,131.0439017,127.1320324,127.0801297,134.4812901,0.044161982,G,Financials,Financials,Banks,Banks,Banks,BBB,SEN,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100162,0.014578988,0.014578988,0.014578988,0.00060159,0.000477087,0.015083109,0.016261773,0.004005356
US345397XQ11,,F,Ford Motor Credit Co LLC,UNITED STATES,3.2,15/01/2021,15/01/2021,4.972222222,4.972222222,,15/07/2016,2,98.71643,99.04424,0.32781,98.71643,0.675555556,99.39198556,0.0,1300000000,1300000000.0,1292095812.0,1292095812.0,0.0,0.0,3.481115092,3.511410498,3.481115092,3.481115092,3.511410498,3.481115092,4.605522877,4.526732493,4.449290039,4.526732493,4.526732493,4.449290039,4.526732493,4.604266115,23.75525327,25.09858398,23.75525327,23.75525327,25.09858398,23.75525327,22.28472678,US912828N480,204.945962,202.4468761,204.2702488,201.7765939,202.590758,202.5335694,202.5435902,211.0822821,0.045762715,G,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,BBB,*,*,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00049361,-0.002320912,-0.002320912,-0.002320912,0.00068141,0.000528879,0.016490429,0.01746056,0.005074642
US406216BK61,,HAL,Halliburton Co,UNITED STATES,5.0,15/11/2045,15/11/2045,29.80555556,29.80555556,,15/05/2016,2,90.49125,90.75741,0.26616,90.49125,1.0,91.49125,0.0,2000000000,2000000000.0,1829825000.0,1829825000.0,0.0,0.0,5.663650208,5.743842542,5.663650208,5.663650208,5.743842542,5.663650208,14.92802348,14.51692943,14.11715625,14.51692943,14.51692943,14.11715625,14.51692943,14.32678775,321.5505932,310.7596276,321.5505932,321.5505932,310.7596276,321.5505932,310.1212633,US912810RP57,292.0865704,286.032002,292.0865704,286.032002,302.5120446,307.7631215,308.7773919,348.3509307,0.131077572,G,Non-Financials,Oil & Gas,Oil & Gas,Oil Equipment / Services & Distribution,Oil Equipment & Services,A,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,-0.004231207,-0.07169999,-0.07169999,-0.07169999,0.003158931,0.003577631,0.047570884,0.062821255,0.007186546
US822582BP60,,RDSALN,Shell International Finance BV,NETHERLANDS,2.25,10/11/2020,10/11/2020,4.791666667,4.791666667,,10/5/2016,2,97.93494,98.15539,0.22045,97.93494,0.46875,98.40369,0.0,1250000000,1250000000.0,1230046125.0,1230046125.0,0.0,0.0,2.712077559,2.730465971,2.712077559,2.712077559,2.730465971,2.712077559,4.545344296,4.484532299,4.424533903,4.484532299,4.484532299,4.424533903,4.484532299,4.545300643,23.03135007,24.57266867,23.03135007,23.03135007,24.57266867,23.03135007,21.39348225,US912828N480,126.8515093,125.5431228,129.4104765,128.0859353,129.1844966,126.7527967,126.7347919,134.9483336,0.044727436,G,Non-Financials,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,AA,*,*,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001270592,-0.007114805,-0.007114805,-0.007114805,0.000638137,0.000500527,0.015732474,0.016841682,0.004830945
US046353AM00,,AZN,AstraZeneca PLC,UNITED KINGDOM,4.375,16/11/2045,16/11/2045,29.80833333,29.80833333,,16/05/2016,2,99.23252,99.70667,0.47415,99.23252,0.838541667,100.0710617,0.0,1000000000,1000000000.0,1000710617.0,1000710617.0,0.0,0.0,4.421239601,4.470108,4.421239601,4.421239601,4.470108,4.421239601,16.73789089,16.37588239,16.02170344,16.37588239,16.37588239,16.02170344,16.37588239,16.16708857,385.1681119,376.3554677,385.1681119,385.1681119,376.3554677,385.1681119,373.0103577,US912810RP57,164.7131162,161.7909413,164.7131162,161.7909413,201.676401,174.7518821,174.7539833,217.2052384,0.161785772,G,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,A,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.018175344,-0.002985764,-0.002985764,-0.002985764,0.003158865,0.00357765,0.047576372,0.062825233,0.003930241
US66989HAK41,,NOVNVX,Novartis Capital Corp,UNITED STATES,4.0,20/11/2045,20/11/2045,29.81944444,29.81944444,,20/05/2016,2,99.84007,100.44877,0.6087,99.84007,0.722222222,100.5622922,0.0,1250000000,1250000000.0,1257028653.0,1257028653.0,0.0,0.0,4.008976433,4.049156163,4.008976433,4.008976433,4.049156163,4.008976433,17.53740515,17.19277794,16.854923,17.19277794,17.19277794,16.854923,17.19277794,16.94319786,414.2364523,406.2156094,414.2364523,414.2364523,406.2156094,414.2364523,398.2363586,US912810RP57,122.6179325,120.5646245,122.6179325,120.5646245,162.0798748,128.7945641,129.9602089,173.6423815,0.170384681,G,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,AA,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.002667471,0.017385264,0.017385264,0.017385264,0.003158597,0.003577726,0.047598326,0.062841147,0.004936917
US58013MEY66,,MCD,McDonald's Corp,UNITED STATES,3.7,30/01/2026,30/01/2026,10.01388889,10.01388889,,30/07/2016,2,99.73982,100.13277,0.39295,99.73982,0.472777778,100.2125978,0.0,1750000000,1750000000.0,1753720461.0,1753720461.0,0.0,0.0,3.73024427,3.765031076,3.73024427,3.73024427,3.765031076,3.73024427,8.419511639,8.265352716,8.1140164,8.265352716,8.265352716,8.1140164,8.265352716,8.358583397,80.33352759,81.32849277,80.33352759,80.33352759,81.32849277,80.33352759,76.92728398,US912828M565,173.0852207,170.6306215,172.2611483,169.8163756,179.7852881,172.1821607,174.2893936,188.7864043,0.083763536,G,Non-Financials,Consumer Services,Travel & Leisure,Travel & Leisure,Restaurants & Bars,BBB,*,*,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.001974034,-0.005317244,-0.001167782,-0.001167782,0.001783399,0.002169244,0.024926651,0.029591036,0.006887649
US92826CAE21,,V,Visa Inc,UNITED STATES,4.15,14/06/2035,14/12/2035,19.88611111,19.88611111,,14/06/2016,2,102.7307,103.43996,0.70926,102.7307,0.472638889,103.2033389,0.0,1500000000,1500000000.0,1548050083.0,1548050083.0,0.0,0.0,3.946862213,3.985806517,3.946862213,3.950213882,3.989224356,3.950213882,13.53192494,13.27004965,13.01324228,13.27004965,13.4937008,13.23234778,13.4937008,13.49842019,226.1763538,223.7641681,226.1763538,234.8885349,232.240129,234.8885349,324.0051348,US912810RP57,116.2829679,114.3532025,155.4027482,153.0065082,170.1708938,147.0323587,149.2091064,177.2934324,0.139308203,G,Financials,Financials,Financial Services,General Financial,Consumer Finance,A,SEN,*,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0.006409935,0.015878861,0.01912553,0.01912553,0.003022788,0.003227443,0.028277246,0.047260308,0.006079889
US55336VAH33,,MPLX,MPLX LP,UNITED STATES,4.875,1/6/2025,1/6/2025,9.35,9.35,,1/6/2016,2,75.75,76.0,0.25,75.75,0.73125,76.48125,0.0,1189038000,1189038000.0,909391125.4,909391125.4,0.0,0.0,8.719348792,8.909416401,8.719348792,8.719348792,8.909416401,8.719348792,7.238650832,6.936252795,6.646487578,6.936252795,6.936252795,6.646487578,6.936252795,7.192158791,60.03456267,58.17477364,60.03456267,60.03456267,58.17477364,60.03456267,60.92477373,US912828M565,687.5237532,669.5410737,691.3524138,673.3336262,572.3092693,695.7692981,697.4227276,711.0302061,0.055006529,E,Non-Financials,Oil & Gas,Oil & Gas,Oil Equipment / Services & Distribution,Pipelines,BBB,*,*,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.002730125,-0.149194062,-0.144435252,-0.144435252,0.001657335,0.0018071,0.024783353,0.028038926,0.003571588
